place	date	cases	daily_cases	r_est	pis	nom	smooth_pis	scenario_dates	scenario
India	2020-04-24	24448	1408	1.3307367246514787	0.4237915789798605	29	0.5015838010205169	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-04-25	26283	1835	1.3641954775342553	0.4344469832023617	30	0.49407155295437605	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-04-26	27890	1607	1.311135176425622	0.4175491939015789	31	0.4868622159186177	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-04-27	29458	1568	1.2956784178071403	0.41262677459842745	32	0.4799382074127788	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-04-28	31360	1902	1.277314447724762	0.40677851345602284	33	0.47328194493639614	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-04-29	33065	1705	1.2708255991716697	0.4047120495769288	34	0.4668758459890065	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-04-30	34866	1801	1.2186021355456595	0.38808076278677844	35	0.4607023280701468	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-01	37262	2396	1.28395392777636	0.40889294802639886	36	0.4547438086793541	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-02	39826	2564	1.3737331222122808	0.4374843785210397	37	0.44898270531616497	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-03	42778	2952	1.4568001273008295	0.4639382191609483	38	0.44340143548011635	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-04	46434	3656	1.6288623786590946	0.5187338311217186	39	0.43846109431440305	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-05	49405	2971	1.672888888966494	0.5327546843637694	40	0.43453611464745884	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-06	53007	3602	1.687625689671673	0.5374478230772854	41	0.43147892050667885	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-07	56351	3344	1.63766747528484	0.5215379363462679	42	0.4291419359194587	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-08	59690	3339	1.5462828554723134	0.4924352358590864	43	0.4273775849131935	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-09	62865	3175	1.3909202456423748	0.44295785651381764	44	0.4260382915152787	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-10	67176	4311	1.4053051211540093	0.4475389197651538	45	0.42497647975310965	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-11	70768	3592	1.326173254590879	0.4223382786036231	46	0.4240445736540815	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-12	74330	3562	1.2739877235934065	0.40571907198548945	47	0.4230949972455897	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-13	78056	3726	1.2435101399794652	0.39601306249166895	48	0.42198017455502956	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-14	82047	3991	1.2486434357746627	0.39764783178158025	49	0.4205525296097964	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-15	85855	3808	1.1735918910091856	0.37374662572643863	50	0.41866448643728554	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-16	90649	4794	1.2091285371886638	0.38506376390791774	51	0.41673459375737504	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-17	95698	5049	1.2634711076726095	0.40236990968761527	52	0.41523643293976864	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-18	100326	4628	1.2788017524125197	0.40725216627582767	53	0.41410497698660065	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-19	106480	6154	1.3572945112692163	0.43224927471820335	54	0.4132751989000053	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-20	112200	5720	1.4101029913452103	0.4490668681161712	55	0.4126820716821168	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-21	118223	6023	1.4124309786170526	0.44980824797253416	56	0.4122605683350693	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-22	124759	6536	1.4167604870403334	0.45118704001826304	57	0.4119456618609969	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-23	131424	6665	1.439586924461206	0.45845643581825507	58	0.411672325262034	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-24	138537	7113	1.4070000065419204	0.4480786795398912	59	0.41137553154031475	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-25	144951	6414	1.3614332776875793	0.43356732232519807	60	0.41099025369797326	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-26	150858	5907	1.287636378031948	0.41006567541824196	61	0.41045146473714383	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-27	158104	7246	1.254722596179467	0.3995838247838765	62	0.4096941376599606	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-28	165358	7254	1.2255374295742558	0.39028940342366936	63	0.4086532454685578	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-29	173496	8138	1.2177399374438735	0.3878061838349989	64	0.40738023311664806	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-30	181860	8364	1.2445248698353475	0.39633621729749646	65	0.40598994819212303	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-05-31	190649	8789	1.3004770067575069	0.4141549518482766	66	0.404512467648385	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-06-01	198372	7723	1.2729584901065094	0.4053912982970724	67	0.4029778684388368	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-06-02	207187	8815	1.274817973989839	0.4059834767471037	68	0.4014162275168807	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-06-03	216876	9689	1.2746915094064415	0.4059432023453455	69	0.3998576218359195	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-06-04	226723	9847	1.2710930158760885	0.40479721213787107	70	0.39833212834935566	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-06-05	236195	9472	1.2443515615220335	0.3962810248598121	71	0.39686982401059157	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-06-06	246603	10408	1.271630912841565	0.40496851289188573	72	0.39550078577303	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-06-07	257485	10882	1.2812305477875416	0.4080256498717426	73	0.39425509059007335	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-06-08	266021	8536	1.208095121971975	0.3847346584896112	74	0.3931628154151241	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-06-09	276002	9981	1.1696222537764018	0.37248243965589994	75	0.3922540372015849	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-06-10	287158	11156	1.1736385459178864	0.3737614836296281	76	0.391504355638623	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-06-11	298293	11135	1.159762321109894	0.36934240725432266	77	0.3908623637609424	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-06-12	309599	11306	1.141181411477688	0.3634250587014171	78	0.390317628540251	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-06-13	321638	12039	1.190767675482861	0.37921649267117413	79	0.3898597169482567	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-06-14	333043	11405	1.1949306917582534	0.3805422629816985	80	0.3894781959566674	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-06-15	343075	10032	1.1433310683399895	0.3641096467638517	81	0.3891626325371908	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-06-16	354161	11086	1.1147022561334432	0.35499240418342487	82	0.3889025936615349	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-06-17	367269	13108	1.126625251862044	0.35878944764994325	83	0.3886876463014076	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-06-18	381098	13829	1.1405443569236235	0.3632221798371294	84	0.3885073574285167	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-06-19	395838	14740	1.1829336595265367	0.3767216415632259	85	0.38835129401457014	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-06-20	411753	15915	1.2684764848523156	0.40396394151906784	86	0.3882090230312758	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-06-21	426904	15151	1.3109481148505857	0.4174896215468204	87	0.38807011145034137	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-06-22	440464	13560	1.2774039334287377	0.40680701142040715	88	0.38792412624347494	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-06-23	456120	15656	1.2620089462675854	0.40190426409515534	89	0.38795560002791707	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-06-24	472988	16868	1.251305791957211	0.39849569605819324	90	0.3883136070079167	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-06-25	491193	18205	1.2438581144803045	0.39612387980092595	91	0.3889345265356935	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-06-26	509448	18255	1.2492228873290308	0.39783236617115475	92	0.3897547379634676	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-06-27	529590	20142	1.3046770716853322	0.4154925208163587	93	0.390710620643459	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-06-28	549200	19610	1.316408068531862	0.41922841957416945	94	0.3917385539278877	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-06-29	567539	18339	1.2871908576383202	0.40992379326560757	95	0.3927749171689735	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-06-30	585795	18256	1.2378048768682668	0.39419614227176325	96	0.3937560897189365	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-01	605224	19429	1.2068805793404072	0.3843478705322071	97	0.3946184509299967	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-02	627171	21947	1.1891101817853122	0.37868864079918396	98	0.39529838015437396	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-03	649889	22718	1.190978060660132	0.37928349275076756	99	0.39573225674428825	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-04	673907	24018	1.2241670059041054	0.3898529729860886	100	0.39585646005195957	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-05	697849	23942	1.2549742955022658	0.3996639819265036	101	0.39590238395113664	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-06	720349	22500	1.2517431300637405	0.39863497244794094	102	0.396118005210989	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-07	743496	23147	1.224699626245346	0.3900225933258822	103	0.3964645775268679	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-08	769057	25561	1.2145006790697712	0.3867745970487816	104	0.3969033545941248	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-09	794847	25790	1.1950339502124383	0.380575147069536	105	0.397395590108111	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-10	822609	27762	1.1972145522104831	0.38126959003992905	106	0.3979025377641776	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-11	850366	27757	1.2136534967277253	0.3865048000740918	107	0.39838545125767605	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-12	879472	29106	1.234950804351644	0.3932872232677736	108	0.3988055842839577	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-13	907650	28178	1.2231135997344715	0.38951750117136646	109	0.3991241905383739	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-14	937567	29917	1.222156291943258	0.3892126332189814	110	0.3993025237162757	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-15	970174	32607	1.2262210239573943	0.3905071035424422	111	0.39930183751301485	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-16	1005642	35468	1.2521386874959066	0.3987609432020725	112	0.39908338562394224	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-17	1040462	34820	1.25885879841418	0.40090105579100005	113	0.3986084217444094	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-18	1077873	37411	1.2883229431367216	0.4102843216045496	114	0.39784451095528317	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-19	1118108	40235	1.3202135946677394	0.42044034218823495	115	0.3968153489887582	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-20	1154914	36806	1.3014446666435695	0.4144631165689409	116	0.3955663855171772	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-21	1194084	39170	1.275741836509506	0.40627769358858484	117	0.3941430702128835	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-22	1239685	45601	1.296809424257987	0.4129869592996998	118	0.39259085274821975	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-23	1288128	48443	1.3174981555368148	0.41957557290998454	119	0.39095518279552915	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-24	1337016	48888	1.3190820942887802	0.4200800001887001	120	0.38928151002715455	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-25	1387088	50072	1.343162772496894	0.42774882637473266	121	0.3876152841154389	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-26	1436020	48932	1.3421002716211083	0.42741045822461293	122	0.38600195473272514	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-27	1482504	46484	1.289448711826803	0.4106428382682124	123	0.3844869715513563	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-28	1532135	49631	1.240974150516544	0.3952054414507382	124	0.38311578424367526	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-29	1584614	52479	1.2108039858035755	0.3855973337725347	125	0.3819338424820251	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-30	1639582	54968	1.1930192598709015	0.3799335409688109	126	0.3807468609461014	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-07-31	1697068	57486	1.1964441212611527	0.381024235611466	127	0.379355145074901	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-01	1752185	55117	1.20188635094734	0.3827573891865914	128	0.3777960306797189	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-02	1804857	52672	1.1827046705855535	0.37664871685688056	129	0.3761068535718502	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-03	1855345	50488	1.1428839765839165	0.36396726418903796	130	0.3743249495625897	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-04	1906627	51282	1.099624639612342	0.35019072794321754	131	0.37248765446323256	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-05	1963253	56626	1.07341102577402	0.341842638803181	132	0.37063230408507364	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-06	2025423	62170	1.084072588134848	0.3452379613065642	133	0.3687962342394079	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-07	2086878	61455	1.1043883058776771	0.35170778357933385	134	0.3670167807375303	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-08	2152034	65156	1.1471120424950882	0.3653137504588865	135	0.36533127939073584	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-09	2214151	62117	1.1716452937750717	0.3731267048208222	136	0.3637770660103196	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-10	2267167	53016	1.136750140784757	0.362013859048581	137	0.36239147640757646	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-11	2328419	61252	1.1101941251384235	0.35355672730066073	138	0.3612118463938013	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-12	2395485	67066	1.109440983817888	0.35331687899444647	139	0.36016709445868794	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-13	2459626	64141	1.0873781791720143	0.3462906726499513	140	0.3591571140883548	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-14	2525236	65610	1.0829867013921433	0.34489214560255654	141	0.35817570358873363	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-15	2589222	63986	1.1061870007434915	0.3522806029230595	142	0.3572166612657562	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-16	2647318	58096	1.0813301895794942	0.3443646064254401	143	0.35627378542535415	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-17	2701616	54298	1.0242237417096471	0.3261782655329304	144	0.35534087437345957	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-18	2766640	65024	1.0158883541250416	0.32352374567152486	145	0.3544117264160041	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-19	2835836	69196	1.020992494138509	0.32514922989809725	146	0.35348013985891946	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-20	2904354	68518	1.031518008995868	0.3285012261858261	147	0.35253991300813753	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-21	2973383	69029	1.0632779004479804	0.33861560440759253	148	0.35158484416959007	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-22	3043450	70067	1.1092614806488506	0.35325971371897985	149	0.35060873164920886	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-23	3105199	61749	1.0897054313988843	0.3470318184210413	150	0.3496053737529257	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-24	3164895	59696	1.0467607382076167	0.33335548485393435	151	0.3486428413037056	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-25	3231768	66873	1.0298273434706775	0.3279628102849386	152	0.34777974162600706	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-26	3307763	75995	1.0431042726201	0.3321910326402743	153	0.34699567777800266	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-27	3384590	76827	1.0575996787975104	0.33680729591615854	154	0.3462702528178647	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-28	3461247	76657	1.0967380371329951	0.349271449321122	155	0.3455830698037657	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-29	3539726	78479	1.1451087496758978	0.36467577405733637	156	0.34491373179387796	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-30	3619187	79461	1.169132873528136	0.37232658972383437	157	0.34424184184637396	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-08-31	3687953	68766	1.1277301505674715	0.3591413179773429	158	0.3435470030194261	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-01	3766121	78168	1.109570429738837	0.35335810284452535	159	0.34280881837120675	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-02	3848981	82860	1.1073432679282889	0.3526488322556468	160	0.34200689095988845	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-03	3933137	84156	1.1053824028651298	0.3520243675618508	161	0.3411208238436435	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-04	4020252	87115	1.1096567274562834	0.353385585550354	162	0.34013022008064425	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-05	4110852	90600	1.1525904290325293	0.36705841868510697	163	0.3390146827290633	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-06	4202577	91725	1.1705877433898275	0.37278991322312227	164	0.33784464196685376	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-07	4277592	75015	1.1276429457084114	0.35911354637967735	165	0.3366987589957806	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-08	4367447	89855	1.1192291787655853	0.35643406552383583	166	0.33556898340973396	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-09	4462983	95536	1.1197328504295896	0.3565944667555909	167	0.33444726480260395	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-10	4559745	96762	1.1157548206413526	0.35532760795928964	168	0.3333255527682805	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-11	4657400	97655	1.1116626945783126	0.3540244136207592	169	0.33219579690065393	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-12	4751814	94414	1.1403752185716989	0.36316831538152344	170	0.33104994679361427	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-13	4845034	93220	1.1297543701961328	0.35978595881180775	171	0.32987995204105147	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-14	4926947	81913	1.078125597196143	0.34334405950509944	172	0.3286777622368558	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-15	5018045	91098	1.0472299569076755	0.33350491406115557	173	0.3274353269749173	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-16	5115905	97860	1.0343919021225176	0.3294164573381648	174	0.326144595849126	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-17	5212692	96787	1.0304367058886184	0.32815687020414447	175	0.32479751845337196	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-18	5305665	92973	1.0231353798580292	0.32583166159613786	176	0.32341711306056337	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-19	5398239	92574	1.0414215519845489	0.33165514689975784	177	0.32202976531983724	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-20	5485634	87395	1.0285533898436852	0.32755710207148897	178	0.32063247588942695	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-21	5560127	74493	0.9722777700109558	0.30963534989828667	179	0.31922224542756605	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-22	5643489	83362	0.9398005564199534	0.29929253048582793	180	0.3177960745924881	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-23	5730192	86703	0.9274365156194896	0.2953550300950032	181	0.31635096404242646	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-24	5816113	85921	0.9181540361415358	0.2923988956756721	182	0.3148839144356146	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-25	5901830	85717	0.9223447396781204	0.2937334833787888	183	0.3133919264302861	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-26	5990589	88759	0.9638231944849732	0.3069428729827653	184	0.3118720006846746	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-27	6073359	82770	0.97208637475532	0.309574397422795	185	0.31032113785701326	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-28	6143028	69669	0.9402686709841034	0.29944160806564485	186	0.30873633860553584	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-29	6223528	80500	0.933569535827539	0.29730817549915173	187	0.3071146035884757	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-09-30	6310276	86748	0.9430871270967554	0.3003391845314774	188	0.3054529334640663	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-10-01	6392060	81784	0.9349675210797704	0.29775338330506756	189	0.30374507945580176	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-10-02	6471943	79883	0.936264560993898	0.29816644366706513	190	0.3019891407823156	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-10-03	6547422	75479	0.9585179650737332	0.3052533490465948	191	0.30018864009455026	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-10-04	6622192	74770	0.953168553931772	0.3035497548250872	192	0.2983471000434485	Mar 27 - Oct 12, 2020	India lockdown - 200 days
India	2020-10-05	6682322	60130	0.896080498448426	0.28536927124332284	193	0.29646804327995285	Mar 27 - Oct 12, 2020	India lockdown - 200 days
